assignment_id,worker_id,task_id,supervisor_id,skill,priority,status
A4806,W1005,T9643,S100,UI/UX,Critical,Pending
A4807,W1519,T3050,S165,Data Analysis,Low,Pending
A4808,W1556,T348,S160,Project Management,High,On Hold
A4809,W1015,T4956,S177,Java,Critical,Pending
A4810,W1608,T508,S132,DevOps,High,Pending
A4811,W1956,T2815,S119,DevOps,Medium,On Hold
A4812,W1540,T3463,S151,Data Analysis,Low,On Hold
A4813,W1222,T6618,S163,Project Management,High,Pending
A4814,W1102,T75,S196,Java,Medium,Completed
A4815,W1669,T1777,S121,Project Management,Low,Completed
A4816,W1942,T8230,S143,DevOps,Low,Completed
A4817,W1032,T6794,S147,UI/UX,Low,On Hold
A4818,W1976,T4190,S111,DevOps,Medium,In Progress
A4819,W1650,T3495,S116,Python,High,On Hold
A4820,W1740,T2477,S111,Project Management,Medium,Pending
A4821,W1520,T6759,S167,Java,Medium,In Progress
A4822,W1507,T6418,S168,C++,High,Pending
A4823,W1600,T6410,S196,Cybersecurity,High,In Progress
A4824,W1022,T2942,S199,UI/UX,Critical,Pending
A4825,W1274,T9714,S147,DevOps,Medium,Pending
A4826,W1861,T4287,S125,DevOps,Medium,In Progress
A4827,W1393,T4367,S130,UI/UX,Medium,Completed
A4828,W1238,T7747,S189,Java,Critical,In Progress
A4829,W1484,T9405,S125,C++,Low,On Hold
A4830,W1958,T4804,S109,Project Management,Medium,Pending
A4831,W1107,T3803,S122,Python,Low,Completed
A4832,W1955,T689,S107,Data Analysis,Low,In Progress
A4833,W1847,T3257,S111,Java,Critical,Completed
A4834,W1247,T1565,S143,Python,Low,On Hold
A4835,W1683,T4345,S131,Python,Medium,Pending
A4836,W1972,T1893,S101,Python,Medium,Pending
A4837,W1680,T9725,S175,Python,Low,In Progress
A4838,W1816,T9691,S108,DevOps,High,In Progress
A4839,W1122,T1807,S138,DevOps,Medium,Pending
A4840,W1237,T4253,S122,Cybersecurity,Critical,Completed
A4841,W1970,T7707,S186,Cybersecurity,Medium,Completed
A4842,W1937,T6068,S112,C++,Low,On Hold
A4843,W1141,T7257,S158,Data Analysis,Critical,Completed
A4844,W1370,T4975,S135,DevOps,Low,On Hold
A4845,W1116,T9687,S125,Project Management,Medium,Pending
A4846,W1117,T9962,S134,Java,Low,On Hold
A4847,W1725,T9075,S106,C++,High,On Hold
A4848,W1668,T171,S115,Java,Low,Completed
A4849,W1158,T7352,S133,Project Management,Low,In Progress
A4850,W1183,T6247,S161,Data Analysis,Medium,Pending
A4851,W1302,T4006,S111,Data Analysis,Medium,In Progress
A4852,W1079,T894,S184,Java,High,In Progress
A4853,W1322,T9616,S189,Cybersecurity,Critical,Completed
A4854,W1917,T6813,S192,Data Analysis,Low,Pending
A4855,W1150,T4748,S110,Project Management,Low,Completed
A4856,W1501,T7443,S188,Java,Medium,In Progress
A4857,W1804,T1348,S158,DevOps,Critical,Pending
A4858,W1814,T5071,S145,Python,High,Completed
A4859,W1751,T1418,S173,C++,Critical,In Progress
A4860,W1032,T9387,S103,C++,Critical,Completed
A4861,W1723,T3617,S118,DevOps,Critical,In Progress
A4862,W1799,T9254,S128,Data Analysis,Critical,On Hold
A4863,W1590,T7423,S159,UI/UX,Low,Pending
A4864,W1528,T9630,S154,DevOps,Low,On Hold
A4865,W1325,T3826,S180,Cybersecurity,Critical,In Progress
A4866,W1526,T1474,S171,C++,Medium,On Hold
A4867,W1955,T2438,S114,C++,Critical,On Hold
A4868,W1654,T4437,S184,Data Analysis,Critical,On Hold
A4869,W1784,T8346,S101,Cybersecurity,High,On Hold
A4870,W1825,T1719,S199,Python,Low,On Hold
A4871,W1481,T2498,S158,UI/UX,Critical,On Hold
A4872,W1692,T8863,S191,DevOps,Critical,On Hold
A4873,W1557,T3634,S157,DevOps,High,On Hold
A4874,W1522,T9814,S156,Project Management,High,In Progress
A4875,W1601,T5646,S126,Java,Critical,Pending
A4876,W1335,T4152,S153,Project Management,Medium,Completed
A4877,W1600,T3432,S142,Cybersecurity,Low,Pending
A4878,W1124,T4198,S134,Data Analysis,Critical,In Progress
A4879,W1311,T1386,S157,DevOps,High,Pending
A4880,W1112,T5339,S174,C++,Critical,On Hold
A4881,W1227,T7732,S156,UI/UX,Medium,Completed
A4882,W1961,T4865,S173,C++,Critical,On Hold
A4883,W1014,T1212,S151,DevOps,Medium,Completed
A4884,W1524,T828,S195,DevOps,High,In Progress
A4885,W1889,T4833,S120,C++,High,Completed
A4886,W1471,T8291,S124,Cybersecurity,Critical,In Progress
A4887,W1299,T3418,S166,C++,Low,Pending
A4888,W1553,T245,S186,Java,Critical,In Progress
A4889,W1698,T332,S123,Data Analysis,High,Completed
A4890,W1117,T413,S182,Data Analysis,High,Completed
A4891,W1277,T9984,S173,UI/UX,High,On Hold
A4892,W1784,T5188,S154,C++,Critical,On Hold
A4893,W1411,T8845,S142,DevOps,Low,Pending
A4894,W1934,T3660,S161,Data Analysis,High,Pending
A4895,W1579,T711,S113,Python,Critical,On Hold
A4896,W1352,T2774,S141,Cybersecurity,Low,On Hold
A4897,W1664,T2590,S188,Data Analysis,Medium,Completed
A4898,W1372,T3648,S105,UI/UX,High,Completed
A4899,W1815,T9443,S138,UI/UX,Low,Completed
A4900,W1133,T7841,S145,Java,High,Completed
A4901,W1616,T6119,S175,C++,Low,On Hold
A4902,W1720,T573,S104,Project Management,Critical,On Hold
A4903,W1795,T3558,S135,Python,High,On Hold
A4904,W1710,T9834,S143,Java,Critical,Completed
A4905,W1702,T5233,S156,Data Analysis,High,On Hold
A4906,W1395,T8465,S168,UI/UX,Medium,Completed
A4907,W1912,T6516,S122,Java,Critical,Completed
A4908,W1500,T9885,S152,Java,Medium,In Progress
A4909,W1500,T7293,S146,DevOps,Low,In Progress
A4910,W1887,T380,S183,UI/UX,High,Pending
A4911,W1848,T2627,S126,Project Management,Low,Completed
A4912,W1550,T6574,S160,C++,Medium,On Hold
A4913,W1652,T5893,S195,DevOps,Low,In Progress
A4914,W1703,T1768,S181,Data Analysis,Critical,Completed
A4915,W1109,T4879,S190,Python,High,On Hold
A4916,W1957,T4911,S139,Data Analysis,Critical,Completed
A4917,W1811,T8539,S186,Data Analysis,Critical,Pending
A4918,W1906,T8254,S182,DevOps,High,Pending
A4919,W1863,T4060,S120,UI/UX,Low,In Progress
A4920,W1693,T6008,S115,Project Management,High,Completed
A4921,W1195,T3786,S185,UI/UX,Low,Pending
A4922,W1038,T4963,S109,Python,High,Pending
A4923,W1425,T8648,S179,Data Analysis,Low,In Progress
A4924,W1191,T9404,S148,DevOps,Medium,Completed
A4925,W1382,T2629,S151,Java,Critical,In Progress
A4926,W1374,T1957,S128,Python,High,On Hold
A4927,W1159,T4990,S109,Java,Medium,Completed
A4928,W1935,T6639,S102,DevOps,High,Pending
A4929,W1100,T4746,S126,Python,High,In Progress
A4930,W1870,T7460,S105,C++,Critical,Completed
A4931,W1794,T6692,S112,UI/UX,Low,On Hold
A4932,W1710,T4178,S112,Java,Medium,On Hold
A4933,W1305,T9138,S139,Data Analysis,Medium,In Progress
A4934,W1812,T7146,S174,Data Analysis,Critical,Pending
A4935,W1370,T7086,S143,C++,Low,In Progress
A4936,W1298,T8658,S182,Project Management,Low,On Hold
A4937,W1066,T9473,S144,Data Analysis,Low,In Progress
A4938,W1882,T8357,S182,DevOps,Critical,Pending
A4939,W1573,T2309,S141,C++,Medium,Completed
A4940,W1019,T2113,S179,Project Management,High,Pending
A4941,W1599,T918,S188,Project Management,Medium,On Hold
A4942,W1505,T5364,S102,Project Management,Low,In Progress
A4943,W1529,T1815,S176,Python,Low,In Progress
A4944,W1181,T5701,S178,UI/UX,Critical,Pending
A4945,W1967,T5501,S117,DevOps,Low,Completed
A4946,W1134,T5253,S141,C++,Medium,In Progress
A4947,W1150,T3814,S102,Python,Low,Completed
A4948,W1004,T8523,S166,C++,High,Completed
A4949,W1274,T9331,S159,Java,Critical,Completed
A4950,W1895,T4310,S160,DevOps,High,In Progress
A4951,W1754,T5921,S119,Python,Low,On Hold
A4952,W1783,T3930,S189,Java,Low,On Hold
A4953,W1219,T1549,S143,UI/UX,Low,Pending
A4954,W1275,T5780,S126,Java,Critical,On Hold
A4955,W1991,T5152,S183,DevOps,Low,Pending
A4956,W1652,T5502,S123,C++,Low,In Progress
A4957,W1762,T7706,S110,Cybersecurity,Low,On Hold
A4958,W1426,T8391,S118,DevOps,High,Pending
A4959,W1766,T8539,S163,Python,Medium,Completed
A4960,W1378,T6229,S197,Project Management,Low,Completed
A4961,W1590,T3563,S170,C++,Low,In Progress
A4962,W1061,T5994,S187,Data Analysis,Low,Pending
A4963,W1747,T4670,S106,Python,Low,On Hold
A4964,W1443,T6392,S186,Cybersecurity,Medium,Pending
A4965,W1158,T1158,S168,Data Analysis,Low,Completed
A4966,W1428,T3598,S171,Java,High,Completed
A4967,W1062,T545,S102,DevOps,Critical,In Progress
A4968,W1386,T7659,S168,Project Management,Low,Completed
A4969,W1005,T2255,S158,Cybersecurity,High,On Hold
A4970,W1853,T2887,S131,C++,Medium,Pending
A4971,W1604,T4894,S193,Cybersecurity,Medium,Pending
A4972,W1952,T6089,S149,Project Management,Low,Pending
A4973,W1360,T2882,S128,UI/UX,Low,Pending
A4974,W1085,T5476,S167,Java,Low,Completed
A4975,W1422,T964,S149,Project Management,Low,Pending
A4976,W1848,T568,S152,Python,Low,Completed
A4977,W1938,T4828,S193,Data Analysis,High,Completed
A4978,W1149,T5460,S163,Java,Critical,On Hold
A4979,W1115,T970,S161,Java,High,Pending
A4980,W1676,T818,S117,Java,High,Pending
A4981,W1367,T1471,S180,Cybersecurity,High,Pending
A4982,W1500,T8792,S175,DevOps,Critical,In Progress
A4983,W1285,T5082,S117,Python,Medium,In Progress
A4984,W1109,T1067,S183,Java,Medium,Pending
A4985,W1656,T4149,S130,Java,Critical,In Progress
A4986,W1761,T2617,S185,UI/UX,High,On Hold
A4987,W1668,T5021,S125,Cybersecurity,Low,Completed
A4988,W1985,T7828,S126,C++,High,In Progress
A4989,W1356,T930,S169,C++,Medium,Completed
A4990,W1103,T8759,S172,Project Management,Low,In Progress
A4991,W1100,T6141,S110,UI/UX,Medium,On Hold
A4992,W1425,T246,S150,UI/UX,Medium,In Progress
A4993,W1219,T3529,S182,DevOps,Medium,On Hold
A4994,W1140,T625,S125,UI/UX,High,Completed
A4995,W1744,T5675,S116,DevOps,Low,Pending
A4996,W1442,T415,S147,Data Analysis,High,Pending
A4997,W1516,T6960,S111,Project Management,Medium,Pending
A4998,W1419,T689,S158,Project Management,Low,On Hold
A4999,W1176,T6668,S174,UI/UX,Low,In Progress
A5000,W1686,T2860,S148,Java,High,On Hold
A5001,W1196,T4775,S118,Data Analysis,Medium,In Progress
A5002,W1810,T2448,S149,Python,Critical,On Hold
A5003,W1643,T5750,S132,Cybersecurity,Medium,On Hold
A5004,W1018,T6915,S191,UI/UX,Low,In Progress
A5005,W1196,T213,S121,Java,Critical,On Hold
A5006,W1310,T3687,S142,DevOps,Medium,In Progress
A5007,W1234,T3677,S146,Cybersecurity,High,Pending
A5008,W1521,T8138,S158,Python,Medium,Completed
A5009,W1612,T4535,S103,UI/UX,High,On Hold
A5010,W1285,T7583,S118,UI/UX,Critical,On Hold
A5011,W1972,T5721,S169,DevOps,Low,In Progress
A5012,W1149,T9522,S164,Data Analysis,Critical,Completed
A5013,W1365,T2045,S166,Cybersecurity,High,In Progress
A5014,W1039,T7726,S129,C++,Critical,Pending
A5015,W1075,T2816,S126,C++,Medium,In Progress
A5016,W1532,T751,S129,Java,Critical,On Hold
A5017,W1424,T2666,S192,Cybersecurity,Critical,Completed
A5018,W1365,T3072,S181,UI/UX,Medium,In Progress
A5019,W1142,T2669,S150,Project Management,Low,Pending
A5020,W1156,T1129,S125,UI/UX,Critical,Completed
A5021,W1825,T9531,S197,DevOps,Critical,In Progress
A5022,W1956,T1097,S115,Project Management,Critical,In Progress
A5023,W1675,T5536,S187,Data Analysis,Medium,Pending
A5024,W1948,T7253,S107,Data Analysis,Medium,In Progress
A5025,W1338,T6009,S185,Project Management,Low,Pending
A5026,W1816,T8114,S118,UI/UX,Critical,In Progress
A5027,W1413,T5527,S124,C++,High,In Progress
A5028,W1733,T4784,S195,Project Management,High,In Progress
A5029,W1905,T6903,S159,DevOps,Critical,Pending
A5030,W1625,T8350,S141,Python,High,Completed
A5031,W1868,T5962,S121,Python,Low,Pending
A5032,W1279,T6945,S124,Python,Medium,On Hold
A5033,W1972,T50,S163,C++,Medium,In Progress
A5034,W1114,T1514,S107,UI/UX,Critical,Completed
A5035,W1023,T5610,S185,Project Management,Critical,Pending
A5036,W1598,T4334,S146,Java,Medium,Completed
A5037,W1941,T9579,S145,C++,High,Pending
A5038,W1594,T8890,S181,Java,Critical,Pending
A5039,W1843,T6733,S159,Project Management,High,In Progress
A5040,W1966,T8559,S145,C++,Critical,In Progress
A5041,W1356,T6851,S172,Project Management,Low,In Progress
A5042,W1534,T590,S118,Python,High,In Progress
A5043,W1140,T2216,S183,C++,Critical,Completed
A5044,W1169,T6274,S198,UI/UX,Critical,On Hold
A5045,W1017,T7042,S124,UI/UX,High,Pending
A5046,W1962,T2729,S151,UI/UX,Low,In Progress
A5047,W1064,T8312,S161,Project Management,High,Pending
A5048,W1337,T1394,S130,Cybersecurity,Medium,Pending
A5049,W1005,T9210,S168,Python,Medium,In Progress
A5050,W1054,T7695,S131,Project Management,Low,On Hold
A5051,W1315,T1542,S195,Python,Low,On Hold
A5052,W1672,T5358,S108,Data Analysis,Medium,On Hold
A5053,W1071,T2217,S101,C++,High,In Progress
A5054,W1087,T1882,S178,C++,High,Completed
A5055,W1065,T1596,S194,Java,Critical,Completed
A5056,W1593,T9250,S174,Project Management,Critical,On Hold
A5057,W1085,T5176,S113,Python,Medium,Pending
A5058,W1780,T2256,S102,Java,Medium,In Progress
A5059,W1579,T2749,S124,Project Management,Low,Pending
A5060,W1067,T233,S156,Python,Critical,Pending
A5061,W1210,T6795,S172,Data Analysis,High,Pending
A5062,W1115,T3404,S170,C++,Critical,Completed
A5063,W1986,T5910,S144,Data Analysis,Medium,Completed
A5064,W1348,T5352,S122,C++,Low,Pending
A5065,W1059,T8526,S117,Cybersecurity,Medium,Completed
A5066,W1717,T5664,S189,Data Analysis,Low,Completed
A5067,W1572,T5902,S125,C++,Low,In Progress
A5068,W1144,T6507,S185,Java,High,On Hold
A5069,W1961,T8900,S195,DevOps,High,Completed
A5070,W1363,T2300,S107,UI/UX,High,On Hold
A5071,W1261,T5014,S172,DevOps,Critical,In Progress
A5072,W1894,T7451,S107,Cybersecurity,Medium,In Progress
A5073,W1523,T6594,S112,C++,Low,In Progress
A5074,W1021,T8024,S153,UI/UX,Critical,Completed
A5075,W1921,T6379,S177,Data Analysis,High,Pending
A5076,W1729,T2495,S198,Python,Medium,Pending
A5077,W1298,T1161,S171,UI/UX,Low,Completed
A5078,W1178,T5665,S135,C++,Critical,Completed
A5079,W1787,T9728,S146,C++,High,Pending
A5080,W1026,T2618,S144,Data Analysis,Critical,Pending
A5081,W1800,T7557,S176,Java,High,Pending
A5082,W1914,T5008,S146,UI/UX,High,Pending
A5083,W1423,T9188,S113,DevOps,Medium,Completed
A5084,W1014,T3527,S127,Python,Critical,On Hold
A5085,W1034,T9966,S105,UI/UX,Critical,Pending
A5086,W1583,T771,S116,DevOps,Critical,In Progress
A5087,W1868,T3746,S158,Data Analysis,Medium,On Hold
A5088,W1978,T4972,S184,Cybersecurity,High,Pending
A5089,W1294,T8003,S155,Python,Low,Pending
A5090,W1374,T761,S172,Project Management,High,Completed
A5091,W1831,T9065,S121,UI/UX,Low,Completed
A5092,W1964,T1978,S168,Python,Critical,Pending
A5093,W1200,T3890,S199,UI/UX,Critical,In Progress
A5094,W1949,T7487,S163,Cybersecurity,High,On Hold
A5095,W1675,T3949,S174,Python,Medium,Pending
A5096,W1446,T7931,S126,Python,Low,Pending
A5097,W1352,T1554,S123,UI/UX,Low,In Progress
A5098,W1285,T5821,S193,Java,Low,Completed
A5099,W1024,T1822,S122,DevOps,Medium,In Progress
A5100,W1026,T4625,S148,Cybersecurity,High,On Hold
A5101,W1800,T6325,S107,UI/UX,Medium,Pending
A5102,W1592,T1792,S192,DevOps,Low,Pending
A5103,W1184,T2985,S169,Java,Low,Pending
A5104,W1949,T6686,S142,UI/UX,High,Completed
A5105,W1085,T3460,S137,Java,Low,On Hold
A5106,W1965,T785,S193,Python,Critical,Completed
A5107,W1197,T740,S105,UI/UX,Critical,Completed
A5108,W1089,T5802,S167,DevOps,High,On Hold
A5109,W1492,T9310,S181,Project Management,High,Completed
A5110,W1807,T9445,S185,Data Analysis,Critical,Completed
A5111,W1277,T4494,S156,Java,High,Completed
A5112,W1900,T4068,S198,Java,Critical,Pending
A5113,W1232,T4039,S175,Java,Low,On Hold
A5114,W1060,T5597,S133,Cybersecurity,Low,In Progress
A5115,W1910,T6226,S136,C++,Medium,Completed
A5116,W1685,T134,S184,DevOps,Critical,Completed
A5117,W1904,T1627,S154,Java,Critical,Pending
A5118,W1722,T6569,S109,Java,High,Completed
A5119,W1316,T680,S174,Cybersecurity,High,Pending
A5120,W1842,T5127,S193,Java,High,In Progress
A5121,W1120,T1045,S126,Cybersecurity,Low,Completed
A5122,W1757,T7892,S113,DevOps,Low,Pending
A5123,W1328,T6562,S112,Python,Critical,Completed
A5124,W1520,T6136,S169,DevOps,Low,In Progress
A5125,W1294,T8007,S101,DevOps,Critical,Pending
A5126,W1419,T624,S130,UI/UX,Critical,On Hold
A5127,W1348,T5856,S105,Data Analysis,Medium,In Progress
A5128,W1757,T1703,S112,C++,Critical,In Progress
A5129,W1467,T8551,S147,UI/UX,High,Completed
A5130,W1603,T1446,S184,Cybersecurity,Medium,Pending
A5131,W1799,T9152,S178,Data Analysis,Medium,Completed
A5132,W1481,T6339,S150,C++,Low,On Hold
A5133,W1515,T2991,S174,Cybersecurity,Medium,On Hold
A5134,W1211,T4524,S182,Python,Critical,In Progress
A5135,W1770,T565,S133,Project Management,Medium,Pending
A5136,W1106,T9948,S178,Data Analysis,Critical,In Progress
A5137,W1350,T4360,S175,DevOps,Low,Completed
A5138,W1554,T8134,S120,Java,Medium,In Progress
A5139,W1606,T9939,S113,Cybersecurity,High,Completed
A5140,W1827,T7446,S120,Data Analysis,Critical,Pending
A5141,W1715,T4015,S168,UI/UX,Critical,On Hold
A5142,W1308,T8991,S108,UI/UX,Critical,Completed
A5143,W1980,T3571,S168,Python,Critical,In Progress
A5144,W1003,T192,S115,Java,High,In Progress
A5145,W1365,T3612,S185,DevOps,Medium,Pending
A5146,W1443,T6339,S191,Cybersecurity,Critical,On Hold
A5147,W1309,T9725,S172,Data Analysis,Critical,Completed
A5148,W1979,T6230,S118,Java,Medium,In Progress
A5149,W1216,T8023,S182,DevOps,Low,On Hold
A5150,W1052,T190,S165,UI/UX,High,In Progress
A5151,W1055,T6931,S115,Cybersecurity,Medium,In Progress
A5152,W1463,T4861,S183,Python,Medium,Completed
A5153,W1952,T5189,S175,DevOps,High,On Hold
A5154,W1434,T8916,S126,Java,Medium,In Progress
A5155,W1239,T3713,S163,Python,Medium,Completed
A5156,W1262,T6707,S193,C++,Medium,Completed
A5157,W1450,T3175,S141,Data Analysis,Low,On Hold
A5158,W1107,T8746,S114,Python,Critical,Completed
A5159,W1964,T377,S135,C++,High,In Progress
A5160,W1758,T4462,S114,DevOps,Critical,In Progress
A5161,W1077,T7476,S189,C++,Low,Completed
A5162,W1262,T8343,S118,DevOps,Medium,Completed
A5163,W1243,T3076,S199,Python,Medium,On Hold
A5164,W1265,T4568,S192,C++,Medium,Completed
A5165,W1684,T2615,S149,C++,Critical,Completed
A5166,W1679,T4408,S186,Project Management,Medium,On Hold
A5167,W1392,T9287,S176,Cybersecurity,High,In Progress
A5168,W1235,T3865,S164,Project Management,High,In Progress
A5169,W1653,T7488,S182,UI/UX,Critical,In Progress
A5170,W1134,T4908,S199,Python,Critical,On Hold
A5171,W1478,T1098,S191,C++,Critical,Completed
A5172,W1551,T6238,S175,Java,Critical,Completed
A5173,W1906,T9094,S197,Data Analysis,Critical,Pending
A5174,W1375,T7707,S129,Java,Critical,In Progress
A5175,W1104,T2026,S168,DevOps,Medium,In Progress
A5176,W1340,T9781,S120,Data Analysis,Critical,Pending
A5177,W1351,T4855,S124,C++,High,On Hold
A5178,W1590,T2123,S173,Java,High,Completed
A5179,W1152,T822,S153,UI/UX,Medium,Pending
A5180,W1787,T9455,S188,Python,High,Pending
A5181,W1390,T8627,S189,Data Analysis,Low,On Hold
A5182,W1907,T6542,S163,Project Management,Low,In Progress
A5183,W1518,T6880,S187,Python,Low,Completed
A5184,W1343,T2492,S192,Python,Medium,In Progress
A5185,W1810,T2365,S136,C++,Critical,Pending
A5186,W1636,T6436,S145,Python,Low,On Hold
A5187,W1056,T4301,S136,Data Analysis,High,In Progress
A5188,W1568,T4538,S195,Cybersecurity,Low,Completed
A5189,W1311,T3039,S177,C++,Critical,Completed
A5190,W1377,T7092,S147,UI/UX,Low,In Progress
A5191,W1765,T3119,S184,Python,Critical,Completed
A5192,W1350,T852,S187,Data Analysis,Medium,Completed
A5193,W1203,T6132,S145,DevOps,Low,On Hold
A5194,W1982,T1910,S150,Java,Critical,In Progress
A5195,W1858,T9816,S113,Project Management,Critical,On Hold
A5196,W1261,T1610,S166,Project Management,Low,Completed
A5197,W1180,T2274,S137,Cybersecurity,High,Completed
A5198,W1133,T6964,S121,Cybersecurity,Critical,In Progress
A5199,W1515,T2092,S104,Python,High,Pending
A5200,W1137,T2580,S102,DevOps,Low,In Progress
A5201,W1542,T7215,S106,Cybersecurity,High,In Progress
A5202,W1653,T6447,S184,Project Management,High,In Progress
A5203,W1169,T8122,S185,Project Management,High,Completed
A5204,W1204,T2106,S101,C++,Critical,Completed
A5205,W1519,T2511,S155,DevOps,Low,In Progress
A5206,W1254,T3264,S193,C++,High,Pending
A5207,W1309,T1999,S179,Python,Critical,In Progress
A5208,W1656,T8845,S148,DevOps,High,In Progress
A5209,W1406,T756,S191,Project Management,High,In Progress
A5210,W1317,T2444,S121,Java,Critical,Pending
A5211,W1935,T1884,S194,Data Analysis,High,Pending
A5212,W1108,T1111,S146,UI/UX,Low,On Hold
A5213,W1947,T3484,S106,Project Management,Low,Completed
A5214,W1874,T8551,S174,UI/UX,Medium,On Hold
A5215,W1783,T8060,S141,Java,Medium,Completed
A5216,W1002,T106,S144,Project Management,Low,In Progress
A5217,W1420,T6258,S134,Data Analysis,High,Pending
A5218,W1621,T8932,S185,Java,Medium,Completed
A5219,W1700,T3745,S134,Data Analysis,Critical,Completed
A5220,W1431,T3767,S183,DevOps,High,In Progress
A5221,W1845,T94,S106,Cybersecurity,Medium,In Progress
A5222,W1384,T5639,S153,Java,Medium,Completed
A5223,W1873,T5299,S113,Python,Critical,Pending
A5224,W1685,T4052,S113,Python,Critical,On Hold
A5225,W1381,T9163,S152,Java,Medium,Pending
A5226,W1449,T8910,S150,Cybersecurity,High,Completed
A5227,W1633,T8373,S117,DevOps,High,Completed
A5228,W1225,T8483,S196,Python,Low,On Hold
A5229,W1751,T3776,S101,Java,Critical,On Hold
A5230,W1289,T5929,S174,Java,Low,In Progress
A5231,W1289,T7579,S135,Data Analysis,Critical,On Hold
A5232,W1141,T1844,S121,Python,High,Pending
A5233,W1232,T752,S132,Data Analysis,Critical,On Hold
A5234,W1235,T4820,S120,Data Analysis,Low,In Progress
A5235,W1662,T4880,S139,Java,Medium,Pending
A5236,W1016,T555,S150,Python,Medium,On Hold
A5237,W1494,T4350,S109,DevOps,Critical,Completed
A5238,W1217,T9356,S128,Python,Critical,Pending
A5239,W1646,T3665,S125,Python,Medium,Completed
A5240,W1851,T9048,S171,C++,Medium,Completed
A5241,W1993,T3737,S145,Cybersecurity,Medium,Pending
A5242,W1361,T925,S149,UI/UX,Low,Completed
A5243,W1027,T182,S199,UI/UX,Low,Pending
A5244,W1733,T7433,S170,C++,Critical,Completed
A5245,W1085,T7490,S133,DevOps,Critical,In Progress
A5246,W1631,T3330,S179,Cybersecurity,Low,On Hold
A5247,W1809,T8194,S126,UI/UX,Medium,On Hold
A5248,W1062,T9664,S146,DevOps,Low,Pending
A5249,W1951,T2298,S168,Java,High,On Hold
A5250,W1769,T2288,S106,Cybersecurity,Medium,In Progress
A5251,W1089,T8053,S168,DevOps,Medium,In Progress
A5252,W1820,T280,S126,C++,Low,On Hold
A5253,W1749,T4872,S102,Cybersecurity,High,Pending
A5254,W1693,T3156,S110,Java,Medium,Completed
A5255,W1950,T7161,S164,Java,High,In Progress
A5256,W1579,T2802,S184,Cybersecurity,Critical,Pending
A5257,W1855,T169,S192,Project Management,Medium,Completed
A5258,W1717,T9304,S117,Cybersecurity,Critical,On Hold
A5259,W1814,T6855,S145,UI/UX,Low,Completed
A5260,W1060,T8120,S111,Python,Medium,Pending
A5261,W1908,T6632,S184,Python,Medium,Completed
A5262,W1547,T1405,S113,Data Analysis,High,Completed
A5263,W1047,T4709,S148,Project Management,High,In Progress
A5264,W1355,T2480,S177,UI/UX,Low,Pending
A5265,W1601,T1328,S183,Data Analysis,Medium,Completed
A5266,W1236,T4185,S158,Java,High,Completed
A5267,W1089,T5537,S136,Java,Low,On Hold
A5268,W1057,T6327,S106,Project Management,Low,On Hold
A5269,W1589,T4604,S107,Java,Medium,Completed
A5270,W1929,T325,S145,Java,Medium,Pending
A5271,W1912,T8799,S190,Project Management,High,Completed
A5272,W1074,T1276,S142,Python,Low,Completed
A5273,W1456,T4337,S153,C++,Medium,Completed
A5274,W1672,T5976,S185,C++,High,On Hold
A5275,W1038,T4004,S189,UI/UX,Medium,In Progress
A5276,W1321,T5793,S175,C++,Low,Completed
A5277,W1322,T4162,S140,Python,Critical,Completed
A5278,W1194,T7599,S179,Cybersecurity,Critical,On Hold
A5279,W1653,T6684,S101,Java,Critical,Pending
A5280,W1317,T2137,S118,Python,Critical,In Progress
A5281,W1591,T4949,S122,Cybersecurity,Low,On Hold
A5282,W1532,T7551,S184,UI/UX,Critical,Pending
A5283,W1961,T5585,S159,Java,Low,Completed
A5284,W1494,T1052,S121,Java,Medium,Pending
A5285,W1090,T3,S178,Data Analysis,Critical,Completed
A5286,W1592,T2303,S129,DevOps,Critical,On Hold
A5287,W1863,T9804,S188,Data Analysis,Medium,On Hold
A5288,W1616,T6605,S148,Project Management,High,Pending
A5289,W1304,T620,S122,UI/UX,Critical,On Hold
A5290,W1011,T1707,S183,Cybersecurity,Low,In Progress
A5291,W1699,T464,S196,C++,Medium,On Hold
A5292,W1202,T6802,S101,Cybersecurity,Low,In Progress
A5293,W1362,T1111,S124,Cybersecurity,Low,In Progress
A5294,W1307,T5787,S131,Cybersecurity,Critical,In Progress
A5295,W1157,T3897,S149,Data Analysis,Medium,In Progress
A5296,W1416,T3892,S153,Data Analysis,Critical,On Hold
A5297,W1228,T1228,S112,DevOps,Medium,In Progress
A5298,W1137,T8567,S106,Java,High,Pending
A5299,W1031,T9285,S129,UI/UX,High,On Hold
A5300,W1121,T9798,S116,UI/UX,Medium,On Hold
A5301,W1024,T5835,S190,C++,Medium,Completed
A5302,W1646,T5823,S145,C++,High,On Hold
A5303,W1791,T2100,S171,C++,Medium,In Progress
A5304,W1502,T9194,S137,Data Analysis,High,Completed
A5305,W1010,T4705,S138,Cybersecurity,Medium,On Hold
A5306,W1108,T9318,S123,Project Management,Low,Completed
A5307,W1731,T918,S167,C++,High,Completed
A5308,W1145,T7847,S106,Cybersecurity,Critical,Completed
A5309,W1366,T367,S124,Cybersecurity,Critical,Pending
A5310,W1110,T6775,S130,Java,Critical,On Hold
A5311,W1553,T1055,S104,UI/UX,Low,In Progress
A5312,W1489,T6831,S193,UI/UX,High,Completed
