assignment_id,worker_id,task_id,supervisor_id,skill,priority,status
A1061,W1480,T381,S144,Java,Low,Completed
A1062,W1095,T70,S160,Data Analysis,Medium,On Hold
A1063,W1794,T1048,S169,Java,Medium,Completed
A1064,W1445,T735,S157,C++,Low,Pending
A1065,W1690,T1668,S186,Cybersecurity,Medium,Pending
A1066,W1935,T172,S151,C++,Low,Completed
A1067,W1643,T437,S161,Data Analysis,Low,In Progress
A1068,W1039,T1095,S199,Project Management,Low,On Hold
A1069,W1136,T564,S178,Python,Medium,On Hold
A1070,W1883,T1260,S132,Java,High,On Hold
A1071,W1194,T1678,S110,UI/UX,Low,Pending
A1072,W1264,T58,S132,Python,Medium,Completed
A1073,W1973,T760,S112,Python,Critical,Pending
A1074,W1139,T1014,S127,Python,Medium,Completed
A1075,W1122,T98,S129,C++,High,Completed
A1076,W1570,T1277,S175,Java,Medium,In Progress
A1077,W1423,T838,S183,Java,High,Completed
A1078,W1399,T1334,S183,DevOps,Low,In Progress
A1079,W1133,T873,S134,DevOps,Low,Pending
A1080,W1506,T863,S187,UI/UX,Low,Pending
A1081,W1032,T1221,S125,UI/UX,High,Pending
A1082,W1831,T1646,S101,Data Analysis,High,On Hold
A1083,W1950,T1104,S132,Project Management,Critical,Pending
A1084,W1807,T1339,S105,Data Analysis,Medium,Pending
A1085,W1025,T1313,S116,Cybersecurity,Critical,Completed
A1086,W1070,T526,S149,C++,Medium,On Hold
A1087,W1042,T1370,S123,Python,Low,In Progress
A1088,W1408,T1035,S129,Cybersecurity,Medium,In Progress
A1089,W1801,T1501,S193,Python,Critical,Pending
A1090,W1449,T601,S199,Cybersecurity,Critical,On Hold
A1091,W1953,T1460,S191,C++,Critical,Pending
A1092,W1205,T1210,S177,DevOps,High,Completed
A1093,W1033,T1906,S165,C++,Low,Completed
A1094,W1243,T1072,S192,Project Management,Low,In Progress
A1095,W1563,T1441,S180,Data Analysis,Critical,On Hold
A1096,W1747,T1998,S144,Cybersecurity,Critical,Pending
A1097,W1791,T623,S122,DevOps,Medium,Completed
A1098,W1264,T1237,S129,UI/UX,Medium,In Progress
A1099,W1182,T310,S149,Python,Critical,In Progress
A1100,W1083,T77,S173,UI/UX,High,Pending
A1101,W1957,T296,S169,UI/UX,Low,Pending
A1102,W1009,T1466,S175,DevOps,Critical,Pending
A1103,W1336,T123,S152,UI/UX,Low,Pending
A1104,W1858,T1863,S116,Cybersecurity,High,In Progress
A1105,W1124,T842,S149,Python,Medium,Completed
A1106,W1337,T297,S185,Data Analysis,High,On Hold
A1107,W1420,T855,S151,Data Analysis,High,In Progress
A1108,W1891,T820,S115,Cybersecurity,Medium,In Progress
A1109,W1146,T985,S193,Python,Critical,In Progress
A1110,W1206,T1040,S147,C++,High,In Progress
A1111,W1502,T181,S148,C++,Critical,On Hold
A1112,W1891,T1580,S146,UI/UX,Low,On Hold
A1113,W1486,T1082,S128,Project Management,High,In Progress
A1114,W1558,T451,S114,Java,High,In Progress
A1115,W1237,T655,S141,Java,Critical,Completed
A1116,W1737,T778,S181,Java,Medium,Completed
A1117,W1944,T1038,S123,C++,High,Completed
A1118,W1681,T1261,S138,DevOps,High,In Progress
A1119,W1278,T1985,S155,Python,Critical,In Progress
A1120,W1962,T1448,S127,C++,Critical,On Hold
A1121,W1525,T1477,S115,Project Management,Low,Completed
A1122,W1610,T1623,S188,Cybersecurity,High,Pending
A1123,W1431,T191,S199,Java,Medium,Completed
A1124,W1149,T213,S163,DevOps,Low,Pending
A1125,W1517,T186,S188,Cybersecurity,High,In Progress
A1126,W1227,T158,S138,Project Management,Critical,Completed
A1127,W1397,T1611,S153,Cybersecurity,Medium,In Progress
A1128,W1046,T1842,S188,C++,Low,Pending
A1129,W1508,T1619,S130,Data Analysis,Medium,Completed
A1130,W1751,T285,S170,Project Management,Critical,On Hold
A1131,W1946,T71,S131,UI/UX,Medium,Completed
A1132,W1439,T24,S135,UI/UX,Low,Completed
A1133,W1137,T640,S177,Python,Low,On Hold
A1134,W1719,T1816,S117,UI/UX,High,In Progress
A1135,W1863,T1471,S125,C++,Critical,Completed
A1136,W1884,T1236,S128,DevOps,Low,Pending
A1137,W1236,T1566,S151,Java,Medium,Pending
A1138,W1721,T1728,S120,Java,Critical,In Progress
A1139,W1912,T1836,S123,Project Management,Medium,Pending
A1140,W1225,T1424,S155,C++,Low,Completed
A1141,W1709,T359,S145,DevOps,Medium,On Hold
A1142,W1767,T1869,S184,DevOps,High,Pending
A1143,W1065,T1724,S187,DevOps,Critical,Completed
A1144,W1500,T838,S163,UI/UX,Low,In Progress
A1145,W1695,T1973,S158,UI/UX,High,Pending
A1146,W1591,T509,S106,Java,Medium,Completed
A1147,W1405,T1555,S149,Data Analysis,Medium,Completed
A1148,W1300,T973,S176,UI/UX,Critical,In Progress
A1149,W1890,T1975,S119,Data Analysis,Medium,In Progress
A1150,W1941,T431,S125,Python,Critical,Completed
A1151,W1923,T765,S178,UI/UX,Critical,On Hold
A1152,W1218,T1629,S171,DevOps,Critical,Pending
A1153,W1864,T1808,S139,Java,Critical,In Progress
A1154,W1320,T353,S106,Project Management,Low,Completed
A1155,W1346,T1530,S171,DevOps,High,Completed
A1156,W1763,T1968,S109,Cybersecurity,High,Completed
A1157,W1504,T1009,S181,Python,Low,In Progress
A1158,W1339,T1928,S104,C++,Medium,Completed
A1159,W1827,T667,S184,Data Analysis,Low,In Progress
A1160,W1957,T1661,S154,Project Management,High,In Progress
A1161,W1663,T1104,S145,UI/UX,Medium,On Hold
A1162,W1064,T451,S186,Project Management,High,Pending
A1163,W1621,T765,S186,Python,Medium,Completed
A1164,W1406,T1976,S159,UI/UX,Low,In Progress
A1165,W1307,T1712,S182,DevOps,Medium,Pending
A1166,W1382,T538,S137,C++,Medium,Completed
A1167,W1189,T198,S187,Cybersecurity,Critical,Completed
A1168,W1644,T629,S131,Project Management,Medium,In Progress
A1169,W1909,T268,S176,C++,Critical,Pending
A1170,W1253,T282,S150,Data Analysis,High,Pending
A1171,W1849,T753,S132,Java,Low,Pending
A1172,W1039,T1212,S111,DevOps,Low,On Hold
A1173,W1255,T799,S153,Python,Medium,In Progress
A1174,W1538,T1432,S112,C++,Critical,On Hold
A1175,W1744,T1383,S134,Cybersecurity,High,Pending
A1176,W1059,T1522,S137,Data Analysis,High,On Hold
A1177,W1680,T253,S191,Project Management,Low,On Hold
A1178,W1176,T439,S189,Python,High,Pending
A1179,W1211,T144,S127,DevOps,High,In Progress
A1180,W1557,T352,S137,Project Management,Low,In Progress
A1181,W1440,T1090,S134,UI/UX,Medium,On Hold
A1182,W1976,T1097,S154,Cybersecurity,Low,Pending
A1183,W1212,T1208,S115,Project Management,Critical,Completed
A1184,W1055,T1256,S178,Cybersecurity,Critical,On Hold
A1185,W1601,T764,S175,Data Analysis,Low,In Progress
A1186,W1279,T1170,S114,Python,Medium,In Progress
A1187,W1939,T314,S185,Python,Critical,In Progress
A1188,W1615,T708,S172,Java,High,In Progress
A1189,W1481,T378,S144,DevOps,Medium,In Progress
A1190,W1765,T1431,S167,C++,Medium,Completed
A1191,W1886,T915,S189,Data Analysis,Critical,On Hold
A1192,W1113,T1146,S123,UI/UX,Medium,On Hold
A1193,W1063,T1029,S196,Data Analysis,Medium,Completed
A1194,W1986,T167,S199,DevOps,Critical,Pending
A1195,W1011,T1343,S145,Data Analysis,Low,On Hold
A1196,W1793,T1713,S145,UI/UX,Critical,Pending
A1197,W1864,T1756,S180,Project Management,High,In Progress
A1198,W1752,T1588,S167,C++,Low,In Progress
A1199,W1937,T905,S179,Python,Medium,In Progress
A1200,W1603,T1741,S128,Cybersecurity,Medium,On Hold
A1201,W1078,T1016,S147,Project Management,High,On Hold
A1202,W1755,T1622,S173,Data Analysis,High,Pending
A1203,W1659,T1640,S133,C++,Low,Completed
A1204,W1863,T32,S141,C++,Medium,In Progress
A1205,W1320,T1978,S195,Python,Low,Pending
A1206,W1566,T928,S122,Python,Medium,Pending
A1207,W1442,T1004,S111,UI/UX,Critical,Pending
A1208,W1437,T673,S164,Python,High,On Hold
A1209,W1044,T570,S153,Python,High,Pending
A1210,W1622,T1585,S198,Project Management,Low,Pending
A1211,W1285,T1102,S147,Cybersecurity,Critical,On Hold
A1212,W1409,T1235,S170,Python,Critical,On Hold
A1213,W1262,T1490,S180,Project Management,Medium,Completed
A1214,W1701,T168,S108,Java,High,Completed
A1215,W1930,T271,S120,C++,Medium,In Progress
A1216,W1829,T1102,S155,Java,Medium,Pending
A1217,W1454,T1654,S119,C++,High,In Progress
A1218,W1848,T1782,S154,Java,Medium,On Hold
A1219,W1911,T992,S172,Java,Low,Completed
A1220,W1104,T290,S108,Data Analysis,High,Completed
A1221,W1661,T1616,S194,Cybersecurity,Critical,On Hold
A1222,W1797,T1552,S196,Project Management,Critical,In Progress
A1223,W1229,T855,S162,C++,Medium,Pending
A1224,W1362,T1657,S196,Project Management,High,Pending
A1225,W1877,T1536,S180,Project Management,Low,In Progress
A1226,W1543,T444,S124,Project Management,Low,In Progress
A1227,W1236,T936,S100,Cybersecurity,High,On Hold
A1228,W1836,T813,S154,Cybersecurity,Medium,In Progress
A1229,W1259,T481,S130,Data Analysis,Medium,On Hold
A1230,W1359,T1021,S123,Data Analysis,Critical,On Hold
A1231,W1173,T1448,S122,Python,High,In Progress
A1232,W1258,T1255,S161,C++,Low,Completed
A1233,W1641,T186,S118,Project Management,Low,Completed
A1234,W1340,T1138,S145,DevOps,Low,Completed
A1235,W1889,T1431,S180,DevOps,Critical,In Progress
A1236,W1611,T1359,S185,Java,Critical,Pending
A1237,W1921,T169,S183,Java,Low,Completed
A1238,W1915,T611,S153,Python,Critical,In Progress
A1239,W1379,T827,S102,Data Analysis,Critical,In Progress
A1240,W1649,T625,S113,Cybersecurity,Medium,On Hold
A1241,W1311,T1111,S169,C++,High,Completed
A1242,W1196,T1472,S108,Cybersecurity,Medium,On Hold
A1243,W1743,T1411,S177,C++,Medium,Pending
A1244,W1836,T1204,S174,Data Analysis,High,In Progress
A1245,W1605,T774,S102,Cybersecurity,Low,Pending
A1246,W1479,T1342,S119,UI/UX,Low,Completed
A1247,W1601,T1794,S115,Java,Critical,On Hold
A1248,W1553,T1254,S119,C++,High,Pending
A1249,W1598,T497,S136,UI/UX,Medium,Completed
A1250,W1716,T715,S170,DevOps,Medium,On Hold
A1251,W1048,T837,S118,Project Management,Medium,Completed
A1252,W1948,T810,S190,Cybersecurity,Critical,Completed
A1253,W1111,T314,S163,Project Management,Low,Completed
A1254,W1862,T1122,S169,Python,Low,Completed
A1255,W1416,T898,S108,Python,Critical,Completed
A1256,W1815,T273,S116,UI/UX,Low,In Progress
A1257,W1314,T1689,S187,C++,Low,Pending
A1258,W1415,T335,S111,Data Analysis,High,On Hold
A1259,W1474,T723,S159,UI/UX,Medium,On Hold
A1260,W1918,T1636,S158,Java,Critical,Pending
A1261,W1891,T1713,S139,Java,Medium,On Hold
A1262,W1126,T1805,S155,Python,Critical,On Hold
A1263,W1765,T330,S189,UI/UX,Critical,On Hold
A1264,W1336,T358,S139,UI/UX,Low,Pending
A1265,W1734,T915,S154,C++,Critical,Completed
A1266,W1204,T736,S149,DevOps,Critical,Pending
A1267,W1310,T81,S191,UI/UX,Medium,On Hold
A1268,W1396,T340,S103,Cybersecurity,Critical,In Progress
A1269,W1836,T1797,S147,DevOps,High,Pending
A1270,W1621,T1592,S109,Cybersecurity,Medium,In Progress
A1271,W1417,T508,S188,UI/UX,High,In Progress
A1272,W1169,T1750,S119,Java,Low,In Progress
A1273,W1385,T119,S150,Cybersecurity,Low,In Progress
A1274,W1793,T374,S150,UI/UX,Critical,Completed
A1275,W1115,T1675,S163,UI/UX,Low,Completed
A1276,W1260,T509,S138,Cybersecurity,Low,Pending
A1277,W1254,T1243,S101,Data Analysis,High,Completed
A1278,W1858,T1244,S159,Python,Low,In Progress
A1279,W1680,T1676,S170,Python,Critical,Completed
A1280,W1630,T1697,S167,Java,Medium,On Hold
A1281,W1968,T996,S198,Python,Medium,In Progress
A1282,W1519,T1206,S159,Cybersecurity,Low,In Progress
A1283,W1131,T1797,S134,DevOps,Critical,In Progress
A1284,W1465,T502,S153,Data Analysis,High,Completed
A1285,W1511,T770,S104,Data Analysis,Medium,Pending
A1286,W1137,T1535,S113,UI/UX,Medium,On Hold
A1287,W1527,T962,S150,C++,Critical,Pending
A1288,W1320,T819,S141,Java,Critical,Completed
A1289,W1071,T1717,S173,Data Analysis,High,Completed
A1290,W1355,T798,S171,Java,Critical,In Progress
A1291,W1544,T1526,S163,DevOps,Critical,In Progress
A1292,W1586,T869,S167,C++,Medium,Completed
A1293,W1126,T521,S154,DevOps,High,Completed
A1294,W1047,T1134,S196,Project Management,Critical,Pending
A1295,W1435,T771,S152,Project Management,Medium,In Progress
A1296,W1753,T378,S167,C++,Low,On Hold
A1297,W1347,T2,S108,Python,Critical,Pending
A1298,W1720,T758,S135,Python,Medium,In Progress
A1299,W1127,T1934,S187,Java,Critical,In Progress
A1300,W1930,T61,S147,Python,Critical,Completed
A1301,W1629,T1279,S117,UI/UX,Low,Pending
A1302,W1530,T1040,S166,Cybersecurity,Critical,On Hold
A1303,W1672,T1490,S107,UI/UX,Critical,Completed
A1304,W1827,T295,S117,Cybersecurity,Critical,In Progress
A1305,W1577,T1243,S181,DevOps,Critical,Completed
A1306,W1321,T1783,S143,C++,Critical,On Hold
A1307,W1739,T630,S126,DevOps,Medium,Pending
A1308,W1855,T1876,S190,DevOps,Medium,Pending
A1309,W1754,T1118,S112,Cybersecurity,Critical,In Progress
A1310,W1899,T903,S177,DevOps,Low,Completed
A1311,W1736,T1631,S108,Python,High,In Progress
A1312,W1340,T1059,S156,Project Management,Low,Pending
A1313,W1719,T1652,S109,C++,High,In Progress
A1314,W1620,T1786,S113,DevOps,Low,In Progress
A1315,W1271,T900,S118,UI/UX,Medium,In Progress
A1316,W1560,T1978,S183,Cybersecurity,High,Completed
A1317,W1408,T418,S185,Data Analysis,Low,Completed
A1318,W1688,T1150,S168,Project Management,Critical,In Progress
A1319,W1187,T542,S112,Cybersecurity,Critical,Pending
A1320,W1191,T1352,S104,Data Analysis,High,Pending
A1321,W1138,T1761,S189,C++,Medium,On Hold
A1322,W1798,T551,S187,UI/UX,Medium,Completed
A1323,W1796,T1923,S179,UI/UX,Low,Pending
A1324,W1495,T56,S162,Java,Critical,On Hold
A1325,W1393,T1178,S155,DevOps,Medium,On Hold
A1326,W1472,T160,S194,C++,High,On Hold
A1327,W1136,T159,S195,UI/UX,High,Completed
A1328,W1171,T1108,S123,Python,Critical,In Progress
A1329,W1326,T969,S182,Project Management,High,Pending
A1330,W1885,T1630,S179,DevOps,Critical,On Hold
A1331,W1663,T8,S161,Cybersecurity,Critical,In Progress
A1332,W1707,T699,S148,Cybersecurity,Critical,Pending
A1333,W1452,T251,S162,DevOps,Medium,On Hold
A1334,W1017,T266,S195,Project Management,Medium,In Progress
A1335,W1547,T1036,S156,Cybersecurity,High,Pending
A1336,W1591,T47,S152,Project Management,High,On Hold
A1337,W1466,T956,S198,Data Analysis,Low,Pending
A1338,W1627,T925,S134,Cybersecurity,Low,On Hold
A1339,W1017,T577,S127,UI/UX,Critical,In Progress
A1340,W1950,T526,S197,Project Management,Medium,On Hold
A1341,W1947,T1900,S114,Project Management,Medium,Pending
A1342,W1552,T846,S172,DevOps,Critical,Pending
A1343,W1211,T1698,S149,Python,Medium,In Progress
A1344,W1608,T130,S100,Java,Medium,On Hold
A1345,W1205,T937,S164,C++,Low,Completed
A1346,W1987,T1510,S107,Cybersecurity,Medium,Pending
A1347,W1203,T214,S135,DevOps,High,In Progress
A1348,W1117,T1401,S106,Cybersecurity,Low,On Hold
A1349,W1136,T38,S131,Cybersecurity,Medium,Completed
A1350,W1330,T309,S198,Data Analysis,Critical,In Progress
A1351,W1813,T1398,S140,Python,High,Completed
A1352,W1408,T502,S168,Cybersecurity,High,On Hold
A1353,W1972,T1041,S137,DevOps,Low,In Progress
A1354,W1510,T368,S152,C++,High,Pending
A1355,W1588,T1586,S156,Java,High,On Hold
A1356,W1025,T1767,S150,C++,Low,On Hold
A1357,W1721,T806,S195,Project Management,Low,In Progress
A1358,W1012,T1099,S175,UI/UX,Medium,In Progress
A1359,W1334,T124,S143,Cybersecurity,High,Completed
A1360,W1348,T1861,S186,Python,Low,In Progress
A1361,W1479,T220,S196,Cybersecurity,Critical,Completed
A1362,W1264,T526,S191,DevOps,Critical,On Hold
A1363,W1620,T740,S174,DevOps,Low,Completed
A1364,W1255,T1167,S194,DevOps,Medium,In Progress
A1365,W1387,T824,S178,Data Analysis,Medium,Completed
A1366,W1354,T433,S161,Java,Low,On Hold
A1367,W1101,T911,S119,C++,High,Pending
A1368,W1009,T944,S131,Java,Low,In Progress
A1369,W1475,T1150,S150,Python,Critical,Completed
A1370,W1188,T1292,S109,DevOps,Critical,Pending
A1371,W1278,T1261,S116,Cybersecurity,Low,Pending
A1372,W1122,T1581,S172,DevOps,Critical,In Progress
A1373,W1607,T621,S127,C++,Critical,Pending
A1374,W1492,T499,S145,Python,Critical,Completed
A1375,W1846,T1875,S152,Project Management,Low,On Hold
A1376,W1966,T1270,S166,C++,Medium,In Progress
A1377,W1774,T1415,S151,Java,Critical,Completed
A1378,W1657,T995,S110,UI/UX,Critical,In Progress
A1379,W1359,T1221,S167,Data Analysis,Low,Completed
A1380,W1334,T597,S123,Python,Critical,Completed
A1381,W1697,T687,S154,UI/UX,Critical,In Progress
A1382,W1439,T810,S141,Project Management,Critical,In Progress
A1383,W1996,T1706,S106,Python,High,Completed
A1384,W1366,T1279,S186,Python,High,In Progress
A1385,W1591,T1785,S146,Cybersecurity,Low,On Hold
A1386,W1237,T833,S132,Cybersecurity,High,Completed
A1387,W1036,T831,S140,C++,Critical,Pending
A1388,W1976,T1515,S177,Cybersecurity,Low,Pending
A1389,W1254,T227,S119,Cybersecurity,High,On Hold
A1390,W1829,T1680,S151,Project Management,Low,Completed
A1391,W1251,T830,S113,Project Management,High,Completed
A1392,W1347,T1416,S107,Java,Critical,In Progress
A1393,W1764,T1634,S194,Project Management,Low,On Hold
A1394,W1940,T564,S157,Java,Low,On Hold
A1395,W1109,T970,S162,Data Analysis,Medium,Completed
A1396,W1684,T982,S154,UI/UX,Medium,In Progress
A1397,W1427,T1365,S173,Python,Medium,Pending
A1398,W1769,T1075,S167,UI/UX,High,Completed
A1399,W1101,T127,S128,C++,Critical,On Hold
A1400,W1996,T1174,S190,Java,Medium,Completed
A1401,W1993,T1577,S159,Java,Low,On Hold
A1402,W1214,T986,S187,Data Analysis,Low,On Hold
A1403,W1696,T545,S109,Java,Low,Completed
A1404,W1235,T1304,S198,UI/UX,Low,Completed
A1405,W1413,T1987,S149,Project Management,Low,Completed
A1406,W1295,T438,S166,Java,High,Completed
A1407,W1779,T122,S101,C++,Critical,On Hold
A1408,W1157,T1006,S130,DevOps,Medium,Completed
A1409,W1439,T692,S104,DevOps,High,Completed
A1410,W1898,T1364,S177,Python,Critical,Pending
A1411,W1602,T966,S137,Python,Critical,Pending
A1412,W1986,T1375,S140,Data Analysis,High,In Progress
A1413,W1250,T926,S160,Python,High,On Hold
A1414,W1871,T618,S153,C++,Low,Completed
A1415,W1112,T1753,S146,Python,High,Pending
A1416,W1673,T501,S147,C++,Medium,Pending
A1417,W1538,T1483,S184,DevOps,Low,Pending
A1418,W1551,T1700,S121,DevOps,Medium,Pending
A1419,W1277,T1818,S193,C++,High,Pending
A1420,W1533,T1764,S102,Data Analysis,Low,Pending
A1421,W1941,T374,S117,Data Analysis,Medium,On Hold
A1422,W1548,T1639,S120,UI/UX,Low,In Progress
A1423,W1787,T1041,S198,Data Analysis,Medium,Pending
A1424,W1601,T262,S149,Java,Low,Pending
A1425,W1058,T1139,S138,Data Analysis,High,Completed
A1426,W1242,T228,S143,Python,Low,On Hold
A1427,W1316,T838,S176,Project Management,High,Completed
A1428,W1754,T1668,S125,Cybersecurity,High,On Hold
A1429,W1438,T370,S154,UI/UX,High,Completed
A1430,W1587,T393,S154,DevOps,Medium,On Hold
A1431,W1695,T1324,S121,Java,Medium,Completed
A1432,W1956,T1373,S127,Project Management,High,Pending
A1433,W1782,T918,S166,C++,Low,Completed
A1434,W1751,T101,S101,UI/UX,Medium,In Progress
A1435,W1869,T847,S167,Java,High,Pending
A1436,W1977,T429,S101,Cybersecurity,High,Pending
A1437,W1151,T110,S154,Data Analysis,Low,On Hold
A1438,W1114,T1461,S116,UI/UX,Critical,Completed
A1439,W1279,T1309,S109,Project Management,Critical,In Progress
A1440,W1298,T1454,S195,Data Analysis,High,Completed
A1441,W1141,T1159,S117,Data Analysis,High,On Hold
A1442,W1498,T1692,S102,Java,High,Completed
A1443,W1463,T792,S186,UI/UX,Critical,On Hold
A1444,W1998,T833,S191,Python,Medium,In Progress
A1445,W1352,T537,S184,Data Analysis,High,In Progress
A1446,W1789,T1578,S175,C++,Medium,Pending
A1447,W1441,T1464,S149,Python,Critical,Pending
A1448,W1460,T1623,S195,UI/UX,Critical,In Progress
A1449,W1213,T1893,S164,Java,High,On Hold
A1450,W1649,T1750,S121,Project Management,Low,Pending
A1451,W1088,T656,S190,Python,Medium,In Progress
A1452,W1152,T1836,S167,DevOps,Medium,On Hold
A1453,W1546,T543,S154,C++,Medium,Pending
A1454,W1203,T529,S166,Project Management,Low,On Hold
A1455,W1705,T867,S184,Cybersecurity,High,In Progress
A1456,W1109,T1169,S125,Java,Medium,On Hold
A1457,W1869,T1636,S177,Python,High,Pending
A1458,W1346,T1941,S146,UI/UX,Low,Pending
A1459,W1637,T952,S125,DevOps,Low,On Hold
A1460,W1371,T932,S163,UI/UX,Low,In Progress
A1461,W1857,T1119,S128,Project Management,Medium,In Progress
A1462,W1697,T1579,S106,DevOps,Medium,In Progress
A1463,W1733,T1170,S112,Data Analysis,Critical,Completed
A1464,W1832,T141,S157,Cybersecurity,Medium,In Progress
A1465,W1181,T737,S142,Data Analysis,Low,Completed
A1466,W1746,T478,S147,Python,Medium,In Progress
A1467,W1443,T1968,S168,UI/UX,High,In Progress
A1468,W1751,T807,S179,Java,High,Completed
A1469,W1815,T1895,S173,DevOps,High,In Progress
A1470,W1899,T145,S196,Data Analysis,Low,Pending
A1471,W1097,T1154,S178,C++,Medium,In Progress
A1472,W1006,T322,S137,DevOps,Medium,Pending
A1473,W1357,T1184,S173,Data Analysis,Critical,In Progress
A1474,W1778,T1290,S108,Python,High,Pending
A1475,W1408,T30,S154,Cybersecurity,Medium,In Progress
A1476,W1901,T586,S129,DevOps,Critical,On Hold
A1477,W1750,T670,S140,Cybersecurity,Medium,Pending
A1478,W1037,T1183,S125,UI/UX,Medium,On Hold
A1479,W1909,T1547,S171,Java,Medium,In Progress
A1480,W1712,T916,S158,Data Analysis,High,On Hold
A1481,W1421,T1922,S184,Python,Medium,On Hold
A1482,W1603,T1371,S115,Cybersecurity,Medium,Completed
A1483,W1861,T1549,S166,Cybersecurity,Critical,On Hold
A1484,W1809,T579,S190,DevOps,Critical,Pending
A1485,W1981,T932,S111,Python,Medium,In Progress
A1486,W1332,T789,S148,Java,Low,In Progress
A1487,W1220,T1821,S107,DevOps,Low,Pending
A1488,W1789,T498,S111,Data Analysis,Medium,In Progress
A1489,W1084,T1643,S130,Data Analysis,Low,Completed
A1490,W1913,T1526,S133,Java,High,On Hold
A1491,W1149,T1727,S148,C++,Low,On Hold
A1492,W1203,T909,S197,DevOps,High,Completed
A1493,W1497,T42,S191,UI/UX,Medium,Completed
A1494,W1134,T1607,S111,C++,Critical,Pending
A1495,W1144,T201,S144,Java,Critical,In Progress
A1496,W1762,T1100,S168,C++,Medium,In Progress
A1497,W1163,T1838,S164,DevOps,Low,In Progress
A1498,W1123,T995,S146,C++,Low,In Progress
A1499,W1778,T1773,S129,DevOps,Low,Completed
A1500,W1011,T725,S142,DevOps,High,Pending
A1501,W1306,T55,S195,Cybersecurity,Low,On Hold
A1502,W1361,T1613,S198,Cybersecurity,Medium,Completed
A1503,W1421,T1871,S126,DevOps,High,Completed
A1504,W1444,T70,S120,Cybersecurity,Low,Pending
A1505,W1648,T616,S164,Data Analysis,Medium,In Progress
A1506,W1734,T1812,S117,C++,Medium,On Hold
A1507,W1763,T243,S135,DevOps,Critical,In Progress
A1508,W1881,T1560,S187,Java,Low,In Progress
A1509,W1426,T647,S134,Cybersecurity,Critical,Completed
A1510,W1381,T966,S107,Java,Critical,Pending
A1511,W1614,T1351,S193,Python,Medium,On Hold
A1512,W1967,T1040,S151,Project Management,Medium,Pending
A1513,W1270,T317,S193,Python,Low,In Progress
A1514,W1452,T123,S107,Project Management,Low,On Hold
A1515,W1518,T1661,S167,Project Management,Medium,Completed
A1516,W1543,T10,S114,Cybersecurity,Critical,Completed
A1517,W1710,T1967,S186,Project Management,High,Completed
A1518,W1575,T797,S196,DevOps,Critical,Completed
A1519,W1836,T792,S155,Data Analysis,Medium,On Hold
A1520,W1043,T1053,S192,Cybersecurity,Critical,Completed
A1521,W1824,T485,S163,Data Analysis,Low,In Progress
A1522,W1819,T1629,S103,Python,Critical,In Progress
A1523,W1276,T1671,S177,Java,High,In Progress
A1524,W1375,T633,S148,Python,Medium,On Hold
A1525,W1292,T184,S145,Python,Critical,Completed
A1526,W1592,T808,S173,UI/UX,High,In Progress
A1527,W1591,T1875,S192,Python,Critical,Completed
A1528,W1324,T637,S154,Data Analysis,Low,In Progress
A1529,W1641,T1785,S141,Java,Critical,On Hold
A1530,W1574,T626,S102,Python,Medium,Pending
A1531,W1890,T822,S191,Project Management,Low,Completed
A1532,W1540,T1382,S185,Data Analysis,Low,Pending
A1533,W1210,T600,S108,Data Analysis,High,In Progress
A1534,W1388,T562,S184,UI/UX,Medium,In Progress
A1535,W1369,T1498,S151,Project Management,Medium,Pending
A1536,W1074,T1069,S155,Cybersecurity,Low,In Progress
A1537,W1337,T958,S120,Data Analysis,Critical,On Hold
A1538,W1810,T696,S118,C++,Medium,Pending
A1539,W1002,T860,S168,UI/UX,Critical,Completed
A1540,W1945,T1325,S196,Project Management,Critical,On Hold
A1541,W1167,T1944,S146,C++,Medium,Completed
A1542,W1347,T421,S150,UI/UX,Medium,On Hold
A1543,W1233,T1695,S199,Python,Low,On Hold
A1544,W1000,T428,S147,Project Management,Critical,Completed
A1545,W1043,T562,S167,DevOps,Medium,In Progress
A1546,W1385,T443,S198,UI/UX,Low,Pending
A1547,W1063,T379,S191,Python,Medium,Pending
A1548,W1422,T40,S104,Python,High,In Progress
A1549,W1514,T128,S153,Python,Critical,Pending
A1550,W1887,T1773,S160,DevOps,Medium,On Hold
A1551,W1505,T370,S120,Python,Medium,On Hold
A1552,W1757,T1512,S120,Project Management,High,Completed
A1553,W1060,T703,S194,Project Management,Critical,In Progress
A1554,W1573,T65,S135,Data Analysis,High,Pending
A1555,W1615,T1637,S112,UI/UX,High,Pending
A1556,W1364,T959,S176,Java,Medium,Pending
A1557,W1628,T1183,S135,Project Management,Medium,In Progress
A1558,W1107,T1161,S120,Python,Critical,Completed
A1559,W1262,T1455,S150,UI/UX,Critical,In Progress
A1560,W1862,T783,S193,C++,Critical,In Progress
A1561,W1622,T1545,S103,Python,High,Completed
A1562,W1189,T188,S107,Java,High,On Hold
A1563,W1256,T980,S197,Python,Medium,In Progress
A1564,W1280,T1912,S187,Java,Critical,Completed
A1565,W1948,T1002,S103,Java,High,Pending
A1566,W1924,T1070,S151,Data Analysis,Critical,Pending
A1567,W1653,T1183,S178,UI/UX,Low,Pending
A1568,W1181,T587,S197,Java,Critical,Pending
A1569,W1770,T121,S110,Data Analysis,Medium,In Progress
A1570,W1943,T2000,S181,Project Management,Critical,Completed
A1571,W1756,T1912,S135,Data Analysis,High,Pending
